comments_count,attitudes_count,reposts_count,region_name,screen_name,topic_struct,content
42,1660,55,山东,去飞吖,肖战藏海传关门镜头,肖战藏海传关门镜头 郑晓龙导演：演的太好了，演的太爽了！！ 这就是事实胜于雄辩！ 肖战藏海传
106,4344,66,,新浪综艺,白鹿宋雨琦和耳蜗宝宝比心,白鹿宋雨琦和耳蜗宝宝比心白鹿my 宋雨琦_GIDLE 在奔跑吧六一公益短片中，与“耳蜗宝宝”们一起跳舞、玩游戏，还对着小朋友们比心，是用爱的音符为孩子们奏响梦的乐章，同时也希望“耳蜗宝宝”们每一天都要绽放出最纯粹真挚的笑容奔跑吧
10273,17390,22222,北京,赵小棠啊,一条plog告别五月,库存一条plog告别五月
56,580,14,北京,新浪排球,中国女排2比0泰国女排,2517，中国女排再下一城！中国女排2比0泰国女排 朱婷14分 李盈莹12分 袁心玥8分 王媛媛4分 龚翔宇3分 中国女排vs泰国女排2024年世界女排联赛
549,24626,1796,上海,星姐微博,王俊凯周杰伦合唱版星晴,王俊凯周杰伦合唱版星晴 周杰伦带小凯溜达哈哈 王俊凯周杰伦最美湘遇 星姐微博
131,489,348,,晨观视频,全世界都知道中国小孩会做饭了,全世界都知道中国小孩会做饭了 5月31日，上海一家小东西乐园，一小男孩现场展示颠勺技术，1分钟颠勺10次，震惊围观路人。网友：迷你锅里煎鸡蛋，小小年纪已经是老师傅的经验了。小孩哥炫技1分钟颠勺10次
225,3683,141,广西,电影吐槽生,星光电影愿,星光电影愿 不愧是大刀队的退伍老兵，鬼看见了都要怕三分 影视剪辑
59,163,65,浙江,红领巾sl,互联中国公益行动,互联中国公益行动 计算，为了无法计算的价值！今天下午有幸来到慕名已久的阿里云参观学习，通过专家的介绍后对阿里云有了深刻的认知和切身的感受。阿里云通过从底层算力到AI平台再到模型服务的全栈技术创新，升级云计算体系，打造一朵AI时代最开放的云，是当之无愧的全球领先的云计算及人工智能科技
0,318,0,广东,广东牛散三哥,0,英伟达第一季度净利润破千亿美元，凸显高科技产业竞争激烈 英伟达公布了其2023年第一季度财务报告，显示该季度净利润高达148亿美元，折合人民币超过1000亿，这一数字令人震惊。这不仅展示了英伟达作为全球图形处理器（GPU）领军企业的强大实力，也凸显了高科技产业在全球经济中的核心地位。 英伟达的这
9699,46196,768,浙江,种地吧李耕耘,种地吧,时间过得挺快，感觉这五百还没进兜儿里几天呢哆啦A梦害怕开瓶盖，找李某人，打折哆啦A梦微笑种地吧
3,73,7,,环球网,李家超称香港将继续发挥超级联系人角色,李家超称香港将继续发挥超级联系人角色【李家超：特区政府将继续发挥香港“超级联系人”角色，推动与天津深度合作】综合香港星岛头条网、大公文汇网消息，香港特区政府行政长官李家超今日（6月2日）在一个津港企业家会议上通过视频形式致辞。他表示，香港作为国际金融、航运和贸易中心，拥有高度国际
1044,7304,2744,浙江,第9帧放映室,电影刺猬入围上影节金爵奖主竞赛,由演员TFBOYS王俊凯 领衔主演的电影《刺猬》首次亮相便强势杀入我国唯一国际A类电影节——上海国际电影节（SIFF）含金量最高的主竞赛单元，参与上影节最高荣誉“金爵奖”的角逐。 为更好地帮助王俊凯的影迷朋友了解上影节相关事宜，做好电影《刺猬》的宣传推荐，第9帧放映室将于即日起动态跟踪电影
65,184,18,北京,仙子小棉袄,股票,以不变应万变！六月行情如何看？ 一、周末重要消息汇总： 1、工信部：推动5G、智能网联汽车、商业航天、低空经济等新兴产业健康有序发展。 2、广州发布低空经济发展实施方案：推动广州成为国内首个载人飞行商业化运营城市。 3、芯片突传重磅利好，主流存储芯片厂商开启涨价模式。 4、苏州：全市范
2019,21885,2686,,电影频道,CCTV6六一播长空之王,祝未来的“长空之王”们节日快乐打callCCTV6六一播长空之王 电影频道 明日（6月1日）1945播出刘晓世执导，王一博、胡军、于适、周冬雨主演的电影《长空之王》。
6675,43117,32215,浙江,汪苏泷,汪苏泷王心凌合唱我会好好的,儿童节在王心凌 演唱会 汪苏泷王心凌合唱我会好好的 汪苏泷好爱日记
13389,40156,34953,北京,龚俊工作室官微,龚俊东方月初月来月厉害,【涂山日常】 龚俊超话 认真学习，武力值up！月初开大版龚俊Simon 来咯！龚俊东方月初月来月厉害龚俊 狐妖小红娘月红篇
10,235,34,河北,麒炜投资,胖东来,胖东来董事长于东来说企业挣1000万 ，就分给员工500万，这是双赢！ 新时代伟大的企业家！goodgood 于东来称员工理想目标是有一个月年假
30,1027,43,,星视频,小朋友给执勤交警送儿童节礼物,【小朋友给执勤交警送儿童节礼物】据宜昌交警，6月1日，湖北宜昌。小朋友路过看到执勤交警叔叔，主动走上前去给他送上了六一节礼物，转身离开时还向交警叔叔敬了一个标准的礼。这份意外的礼物让交警叔叔深感惊喜和感动，笑容怎么也克制不住。
240,3003,80,上海,今日排球,中国女排0比3意大利女排,中国女排0比3意大利女排 和主教练蔡斌商榷—— 昨天朱婷回归，一套阵容3比0赢了泰国女排，今天为什么朱婷不首发？明眼人昨晚都看出来了，朱婷上场，不仅在攻防两端都有建树，还给李盈莹带来极大的“释放”，更利于她的发挥。竞技体育，最低目标是争胜，“赢是王道”。 龚翔宇是今天表现比较出色
0,300,0,广东,实战张小姐,0,此次耶伦情绪彻底失控，那股汹涌澎湃的怒气简直犹如烈火燎原，她仿佛是在向世界宣告：“任何敢于与我为敌者，必将亲身体验我雷霆万钧的怒火！”在法兰克福的那场盛大活动中，她言辞犀利地抨击道：“胆敢破坏国际货币体系稳定者，我必将让你连美元的边都摸不着！”此言一出，整个金融界都为之动容，各种
10651,150431,34676,北京,李沁,0,生活来点甜，每天都快乐
132,1602,243,四川,香港電影吧,0,蔡思韵接受采访，被问到《九龙城寨之围城》开前传希望跟谁对打，蔡思韵：不要再打古天乐就行！笑cry 记者跟她说现在刘俊谦多了很多“刘太”，蔡思韵：恭喜他啊，恭喜刘生。doge
30,408,43,广东,东莞哥,0,转融通的试点，推出，到普及，现在往回看，都是感觉不对劲的。 这种纯属祸国殃民的东西，压制了股票市场，金融市场的发展，更影响了大国的金融声誉。这种自绝于世人的东西，居然就这么通过与推出了？
2,2614,0,,大众网,工作人员回应张雪峰志愿填报课被指饥饿营销,工作人员回应张雪峰志愿填报课被指饥饿营销 2024年高考临近，张雪峰近2万元的志愿填报服务被抢购一空，2026年所有省份名额也已经售罄，很多没有抢到名额的家长质疑其是饥饿营销。31日，张雪峰团队工作人员回复记者称，师资只能匹配有限名额。你认为志愿填报服务有必要吗？
1665,81122,1345,内蒙古,哎一股清流,那英和肖战告夏之光的状,英子笑死我了哈哈哈哈哈哈哈哈哈给肖战告夏之光的状你算是告对人了！ 英子“我跟肖战特别熟！” 夏之光“他是我哥！” 英子os那就顺便告个状吧 那英和肖战告夏之光的状 萌探2024
73,441,285,北京,樊百乐,特朗普成美国史上首位被判有罪前总统,特朗普成美国史上首位被判有罪前总统 特朗普“封口费”案件到底是怎么回事？ 1 2016年底，特朗普与希拉里大选投票前夕，爆出特朗普一段“（俺们名人）只要抓住女人X就能抓住女人心”的私下谈话录音。美国举国哗然，共和党一度考虑最后时刻换人（据说副总统候选人彭斯曾毛遂自荐）。 2 此外，特
94,1249,123,湖北,哎我的小狗,0,这视频里的评论都是路人，跟着吃瓜 “以前吃亏的演员粉丝没有这么多，大家都吃哑巴亏。”
23,116,61,上海,o小怂包,0,知乎上有个问题：“一个家贫穷的真正根源是什么？”有个高赞回答：“身边有制造内耗的人。” 罗翔说：“一个家庭最可怕的不是穷，而是有一个经常制造内耗的人，不停地制造矛盾和争吵，生活在这样的家庭里，每个人的神经都很紧细，生怕犯点小错误就会引发家庭战争。” 对此我非常赞同！毋庸置疑，再好
119,531,110,江苏,李壳er,Ella说刘雨昕给她交功课了,刘雨昕超话Ella说刘雨昕给她交功课了 儿童节快乐！ 给我亲一口刘雨昕
352,1648,285,,都市快报,4成过家家玩具是大学生买的,【“治愈童年”的风潮刮到了00后身上？4成过家家玩具是大学生买的】最近，一股“治愈童年”的风潮在社交媒体上悄然兴起，当代大学生表示，小时候的遗憾长大后由自己弥补！相关数据显示，今年5月，广东澄海玩具产业带过家家玩具的销量同比去年增长了367，日均搜索增长473，00后大学生们成为了消费主
3626,46989,9695,,奔跑吧,奔跑吧,已知奔跑吧 第十二季沈阳站首期《真金旅行团》已整装待发，那奔奔下一步 会是_______
2228,61175,2143,山东,双门一棵小趴菜,0,尚雯婕《Chandelier》全开麦舞台，vocal大vocal这是吃了个音响嘛，这声压绝了！要不然咱直接去隔壁歌手吧哆啦A梦害怕
42,56,4,北京,蔡雅奇刑法,0,月度宠粉又又又又来啦！举手举手 请本月互动排行榜前10名的下列童鞋，速速发来您的联系方式，送您一份小礼品。礼物 再次感谢大家的支持关注。心 快乐小不 想飞的鱼617 孤独的叹气 胖头鱼头真的很胖 法考生臧彦博 完乘Dream 哈哈yongyyoonngg 夏威夷小枪手
17,39,4,北京,蜗牛柯基,以色列总理涉嫌战争罪被申请逮捕令,伊朗前总统内贾德再次参选。 内贾德登记总统选举的候选人。选举将于 6 月 28 日举行；申请人登记目前正在进行中，截止日期为 6 月 3 日，目前已有约 20 名申请人。资格审核后，最终候选人名单将于 6 月 11 日公布。 来源：Middle East Spectator 以色列总理涉嫌战争罪被申请逮捕令
12234,49317,12174,北京,唐晓天DADDI,巴黎世家在上海,雨夜惊喜、震撼！感谢Balenciaga 邀请。巴黎世家在上海巴黎世家大秀巴黎世家春季25发布秀
702,4685,1833,浙江,第9帧放映室,0,恭喜演员TFBOYS王俊凯 主演的《万里归途》获得𝟐𝟎𝟐𝟐年中国电影导演协会年度影片奖。 中国电影导演协会（以下简称为导协）由从事中国电影导演（及其电影导演教学）的专业人员组成，是中国电影界最具权威性的行业社团。导协定期颁发中国电影导演协会年度奖（以下简称为导协年度奖）以示对
1142,30673,273,湖北,小鸡匝匝,汪苏泷歌手成长史,汪苏泷歌手成长史感觉汪苏泷是一个很温柔的人汪苏泷唱功真的牛，比上一期 好 多了 ，好 好 听 哦
76,1389,38,广东,王金生,0,网友投稿：马斯克和丰田章男的办公室，完全两种风格 ！
12,114,8,福建,老舍妹子,0,中方代表团徐辉少将：菲律宾没有意识到已经被东盟孤立，中国有手段解决中菲问题，但要给和平机会！
2024,27525,2251,,新浪音乐,周深首场体育场演唱会,周深首场体育场演唱会 不仅安检闸口换了卡布叻_周深 定制的语音提醒，而且在现场每位观众的伴手礼里还送了棒棒糖。担心歌迷返程下雨，连不会淋到雨的看台座位也准备了雨衣。演唱会开始，整体舞美也是做了全面升级，可以更加沉浸体验周深的live实力。
1857,26936,271,浙江,种地吧,种地吧,“种地是一件需要身体力行的事情。” 种地吧
15876,45254,33766,上海,何与,随与而安,随与而安 “星垂平野阔”
1791,32983,12744,北京,嘉行迪丽热巴工作室,开始推理吧,迪丽热巴超话 心 开始推理吧 别闹，学姐 Dear迪丽热巴 的校庆表演有自己的style话筒推艺怪谈恐怖氛围感
0,1000,0,,经济参考报,沂山论健,沂山论健新华健康 6月1日，第二届“沂山论健·中医药与大健康新质生产力发展大会”在山东省潍坊市临朐县沂山开幕。大会以“中医药与大健康新质生产力发展”为主题，探讨在大健康领域发展新质生产力，引领中医药创新发展，加速建成“医教研产文”大健康生态圈，打造国家级中医药健康交流合作平台，
12537,92838,240190,浙江,景甜,一条plog告别五月,夏天午后时刻给你小心心一条plog告别五月
238,264,237,,鲁豫有约,被高圆圆谈35+女性打动了,被高圆圆谈35女性打动了高圆圆好懂35女性的困境 电影《走走停停》首映礼鲁豫观影团 映后，主持人陈鲁豫说高圆圆 扮演的冯柳柳是一个很勇敢的女性，无论从职业还是从女性角度她都很能代入这个角色，对此高圆圆超话 说，我很欣赏她。通过吴迪（胡歌 饰演）的口中能发现冯柳柳生活的蛛丝马迹
641,1751,314,,人民日报,日晕下的金山岭长城,【日晕下的金山岭长城】金山岭长城与日晕同框今天，河北承德，正午时分，滦平县金山岭长城现日晕景象。
1090,5624,1047,上海,Ming奚梦瑶,618天猫才是真的省,Sisley法国希思黎 618年中盛典奢耀启幕，与我共同开启S级奢护体验，见证卓越时光！今晚20点起，打开淘宝搜索天猫SISLEY希思黎官方旗舰店，共赴法国希思黎618盛典，解锁植萃星品现货重磅礼遇。618天猫才是真的省
0,357,0,安徽,擒牛小怪兽,0,出口，内需，地产，这三个是息息相关的，短期看地产北上广这波放开会有增量，未来3个月都会有好的数据出现，而其他省份如果没有新的政策，基本就是下降趋势。消费降级这几年一直开始的，居民对于未来的收入包括就业都是非常悲观，那就不用想房子会有多大的起色。北上广是因为稀缺加上外面的增量，而内
60,720,1,湖北,iWarrenS,杨超越古装,品鉴一下杨超越演技如何？思考杨超越古装
4,50,4,广东,难舍深蓝,世卫大会给予巴勒斯坦准成员国权利,【走在联合国前面了！世卫大会给予巴勒斯坦准成员国权利】蛟龙军事 5月31日，压倒性多数通过决议草案，世卫大会给予巴勒斯坦“准成员国”权利
11518,62599,878,韩国,ENHYPEN,ENHYPEN,最近我都在干什么呢 在想Fatal Trouble的编舞 ENHYPEN FatalTrouble DARKMOON MEMORABILIA
77,1060,47,安徽,热剧影馆,0,我年轻时候脾气不好，谁给我拍视频了，哎，惭愧惭愧
350,6429,270,湖南,烫金真爱册,浪姐直播,陈昊宇《行走的鱼》 有点点紧张但真还不错诶。。 浪姐直播
10572,245504,5991,,央视新闻,中止对台湾地区134个税目产品关税减让,【中止对台湾地区134个税目产品关税减让】日前，国务院关税税则委员会发布公告 ：台湾地区单方面对大陆产品出口采取歧视性的禁止、限制等措施，违反了《海峡两岸经济合作框架协议》规定。2023年12月21日，国务院关税税则委员会发布税委会公告2023年第9号，中止《海峡两岸经济合作框架协议》部分产
3314,3338,3620,广东,大睿睿,天猫618凑单联盟,天猫618凑单联盟天猫618加加加加加加码今年天猫618别太会玩，这波“凑单联盟”有好多可以凑单满减的好物啊，一整个大心动，比如常囤的MAC聚光瓶粉底液凑单价只需350元！美美定好闹钟咯，5月31日晚8点准时上天猫开“凑”，再叠加上本88VIP的优惠券，价格简直太美丽了！618天猫才是真的省
8241,61516,11078,北京,杨紫工作室,0,杨紫超话穿梭奇异空间，置身缤纷色彩，在无尽的浪漫里翩翩起舞送花花你的蛋搭紫杨紫 已上线举手今晚周年庆见打call
185,6184,179,辽宁,追星阿姨李纳尼,刘亦菲草地牵狗,刘亦菲草地牵狗 刘亦菲夏日动态更新袜子是蝴蝶结诶，可可爱爱哇 松弛感满满，想和美女一起享受美好时光干饭人
261,2367,23,四川,13minus,2024世界女排联赛,2024世界女排联赛中国女排0比3意大利女排 蔡斌是有什么难言之隐？还是说真的有自己的执念？2223年的比赛已经无数次证明，你这个阵容打不赢意大利，今天这种比赛居然可以全场不上朱婷，你到底是想不想赢球？不想赢球那你上丁霞郑益昕，反正都是03，这样还可以说自己有所保留。赛后被全场球迷疯狂
194,2681,168,北京,WTT世界乒联,WTT重庆冠军赛2024,恭喜樊振东40战胜雨果·卡尔德拉诺晋级WTT重庆冠军赛2024 男单决赛 回顾下胜利时刻吧
201,4782,421,重庆,知名青年小新,端午真争气生在了周一,端午真争气生在了周一 端午真争气生在了周一 镜头下的笑容
7,539,5,北京,电影看首映,无名,无名这表情也太赞了吧！电影票团购热门电影热播电影2023年春节档电影 电影
0,336,0,上海,谷长辈,股票,在面对锦州港财务造假事件时，许多人在失望和愤怒之余，不禁质疑为何连国企也会涉足造假。然而，股市投资本身并无绝对的安全保障，这其中更多的是一种概率问题。相比之下，民营企业更容易受到造假的动机驱使，相对而言，地方国企也会比央企更容易产生造假行为。 具体来说，地方国企的造假动力较央企更
325,6237,7,,江苏卫视,江苏卫视种地吧2,江苏卫视种地吧2 十个勤天 回家检查农作物生长情况，一片生意盎然！鱼塘集体活动好热闹，鱼苗齐下满满当当；养蜂事业正式启动，蜜蜂基地参观学习全是新知识！更多精彩内容锁定江苏卫视每周日2110 种地吧
23,312,51,,央视军事,国防部长董军就台湾问题发声,【国防部长董军就台湾问题发声】6月2日，中国国防部长董军在香格里拉对话会围绕“中国的全球安全观”作大会主旨发言，之后回答关于台湾问题的提问。要点来了！总台记者直击香格里拉对话会（视觉设计游佳）
621,3436,2193,福建,宅男宅女集中营,饿了么全新IP大蓝来了,饿了么全新IP大蓝来了果然憨憨的宝就是让人忍不住想“欺负”呀doge彩虹大蓝、麦麦大蓝、爱马仕大蓝甚至还有草间弥生波点大蓝个人觉得彩虹大蓝最可，一看到就心情美丽和饿了么大蓝交个朋友
1,925,0,,北京青年报,打开了关闭三年的朋友圈,小调查：你现在还经常发朋友圈吗？打开了关闭三年的朋友圈
1435,32426,78,安徽,ba哥专用,0,白玉兰和片方回应王一博没入围最佳男主角： 《追风者》把王阳和王一博都报上去了，参与最佳男主角的角逐； 白玉兰评审在评选时，不看番位，只以演员在剧中的表现作为衡量标准。
28,299,23,广东,天赋奇迹,0,银行反腐一阵风 学校反腐一阵风 医院反腐一阵风 只有查电动车罚款，愈演愈烈，全国各地，争先恐后，毫不手软。 非常认同这位网友的观点。
1122,20914,33843,,东方卫视极限挑战,严浩翔在密室的松弛感,严浩翔在密室的松弛感 极限挑战给严浩翔把密室安排上了 时代少年团严浩翔 在密室做任务太游刃有余了不仅是团队胆量担当，还游刃有余的帮哥哥们找到了能量棒，松弛感拉满！极限挑战
48,304,61,湖北,崔紫剑,0,脱离历史环境讨论动机是没有意义的。放在特定历史环境中来看，很多事情很清楚。 破坏稳定、造成舆情、造成社会影响的，不是这个小伙儿，是成都地铁、现场处置的民警、一审判决共同造成的结果！ 现场处置的民警现场让双方和解了，那才叫和稀泥成功了，想压没压住，跑来指责受害者，这叫执法？ 一审判
13515,81486,21306,上海,演员胡先煦,智族GQ创意大赏,匆匆与朋友相聚智族GQ 智族GQ创意大赏智族GQCreative
39,84,33,北京,甄姬不放瓜,原来在闲鱼卖东西算创业是真的,原来在闲鱼卖东西算创业是真的 不愧是高校大学生，就是与众不同啊，又开眼界长见识了。以后都是各个老总。doge
1555,18439,1744,,乘风2024官方微博,陈昊宇行走的鱼倾诉感,陈昊宇行走的鱼倾诉感乘风2024全开麦live直播陈昊宇Amy 《行走的鱼》单曲循环预定！倾诉者全情投入，倾听者共情代入——“人们传颂勇气，而我可不可以，爱你哭泣的心？”乘风2024
4729,53684,81732,浙江,嘉行迪丽热巴工作室,0,迪丽热巴超话小风车badada能量！Dear迪丽热巴 祝大家六一快乐哇
16,3253,347,四川,铜仁女会梦到电子羊尾吗,0,杨万理跟范闲这条线真的有意思…… 这种南庆版《罗马假日》，对穷书生来说是一见误终生级别的了…… 前一日还一同坐在马路牙子上喝酒聊天、从诗词歌赋谈到人生理想的小公子居然是主考官公主，白衣华服，端庄优雅，高高在上，遥不可及。 这样的人居然可以冲他招手微笑。 这已经很炸裂了，放榜时居然还
34808,61814,36590,韩国,LIMYOONA90,0,每年过生日的时候 你们给我很多的爱 爱你们哦 谢谢
45,292,81,北京,鹏程蛇口,0,如果美尚靠骗赚几十亿，却毫发无损，如果上市公司这么玩，却不用付出任何代价，那全国人民就是一天工作24小时，一周工作7天都不会富裕。
1019,5001,41,韩国,韩国me2day,0,【YouTube】今日人气歌谣KWAVE演唱会中，NMIXX带来Love Me Like This精彩舞台，现场实力超绝的爻宝宝！NMIXX超话
75,2984,336,美国,四爪章鱼烧,0,儿童节快乐音乐音乐快乐糖快乐糖！！
398,2430,187,,人民日报,00后小伙在美表演川剧变脸全场欢呼,【00后小伙在美表演川剧变脸全场欢呼】川剧变脸也太哇塞了 近日，美国西雅图，00后中国小伙蒋阔在一所高中表演川剧变脸，引发全场观众欢呼。网友：感受到了来自东方的神秘力量哈哈（第1眼新闻）
31,300,21,,观察者网,中国防长被打断仍坚持讲完台湾立场,【香会现场：中国防长被打断仍坚持讲完台湾立场 】6月2日，中国国防部长董军发表演讲后，在回答外方提问时谈及台湾问题，期间被外方打断。董军部长表示，台湾问题是我们核心利益的核心问题，必须要先讲完。中国防长沉着应对外方打断
24,766,9,上海,我就是受啊,巴黎世家 小时代照进现实,巴黎世家 小时代照进现实 这部电影給时代姐妹花带来的是什么 是超过10年的情谊 是每年都会被一直一直反复讨论的核爆级长尾效应的作品 幂在她的青春演了这部戏，一段非常美好的记忆，小时代的话题总是让人鼻头一酸。原来已经十年了，大家都长大了。
90,921,116,广东,呆橘花胖胖胖,华晨宇日出演唱会特辑今日上线,爆 华晨宇日出演唱会特辑今日上线
1,266,0,广东,二板总舵主,0,“股市是经济的晴雨表” 被印度“三哥”又做到了 我们股市反应的又是什么？
2341,74497,8312,上海,FashionModels,智族GQ创意大赏,独家直击时代少年团用劲歌热舞为智族GQ创意大赏 画上圆满句号，感觉自己拍了个打歌节目时代少年团GQ内场表演
4,99,4,日本,hama_ken,0,我在Bilibili上上传了第二个视频！ 我开始在bilibili上传视频了！ 我会定期上传妹妹的视频！ 请务必关注我哦
2301,45817,10144,广东,我的前任是极品,狗狗挖出了一只小猫咪,狗狗挖出了一只小猫咪 它不是流浪狗，是浪迹人间的小狗侠泪
11157,38431,63752,重庆,TF家族-左奇函,不管几岁快乐万岁,六一儿童节，快乐翻倍，把烦恼都抛到脑后嘻嘻永远保持一颗童心，用微笑面对挑战哈哈哈哈哈嘻嘻嘻嘻在这个节日里，我们要开开心心的，感受最纯真的快乐我要分享的童年记忆、动画也都在手抄报里啦希望大家看了，也可以想到以前那些无忧无虑的时光最后也祝大家可以
5161,58402,5450,湖南,Vinida万妮达,Nobody小考唤醒全场DNA,回忆杀！Nobody小考唤醒全场DNA乘风2024四公小考乘风2024
157,5902,17,北京,宋元甫--Dusty,藏海传杀青,藏海传杀青藏海传全阵容官宣 见往事，定帮衬。观风，杀青大吉，静候佳期。藏海传
610,2208,602,,新浪热点,京东刮刮红包,京东刮刮红包转眼又到了618，京东“玩一玩”活动火热进行中！刮红包，抽好礼，你掌握刮奖的正确姿势了吗？根据星座运势，选个最佳时间点上线刮奖；调整家中风水，找到你的“财位”角落；亦或是刮奖之前，转发锦鲤，让好运如鱼得水。试试这些好运加持的小秘诀，说不定大奖就是你的啦
62,439,15,中国台湾,林明正-台灣,0,民進黨不是長期都說 ECFA是糖衣毒藥嗎？ 那你自己戒不了毒 今天大陸幫你戒 不是好事一樁嗎？ 所以膽識好點 乾脆說不是大陸取消 是咱大台灣制裁大陸 勇敢的台灣人，讚啦！
4,240,4,广东,豹哥有牛股,0,自1月份提出“倾家荡产，牢底坐穿”以来，倾家荡产在这个5月确实实现了，连续不断的上市公司突然之间被ST，导致ST类公司连续不断跌停，很多投资者深陷其中，出逃的机会都没有，确实让投资者做到了倾家荡产，反观上市公司股东，却希望被ST，这样公司就直接可以退市，也不用赔偿投资者，各种造假问题也随
134,2483,348,重庆,l鱼苗I,0,这是什么九龙城寨（2） ①王九展示自己的绝技 王九：我的硬气功 是全天下防御最高的功法 任何攻击都无法穿透！！ 王九：我的金刚指 是全天下攻击最高的招数 没有任何防御能挡住！！ 信一：（思考） 信一：那么 用你的手指戳你自己的胸口 会发生什么事呢 ②大老板带王九在饭店找到狄秋 大老板：龙卷风
1912,21586,13730,北京,墨雨云间官微,墨雨云间ost阵容,电视剧墨雨云间超话 墨雨云间ost阵容 寒冬观雪，穿梭墨雨云间。芳菲落尽，唯剩一地凋零。耗尽一世聪明，只为参透宿命。往事不可追，曾经远飞，此去当归，哪怕颠沛流离，也要活下去爱下去！王心凌 钟辰乐KHCHENLE Faye_詹雯婷 我是井胧 井迪J 黄诗扶 金润吉阿润 崔子格 米靓歌
39,1002,9,广东,娱你看不停,0,十个勤天也是走上国道了种地吧第2季 十个勤天
126,958,84,福建,思想沸点,0,“根据犹太圣经，全球有65亿人不配活着”而且还点了我们的名！当初是谁说犹太人是懂感恩的？请出来走两步！
12132,48854,3415,浙江,种地吧何浩楠,接何浩楠锦鲤体质,接锦鲤！新的欧气分享给大家！接何浩楠锦鲤体质种地吧
6080,7642,3055,浙江,祝绪丹Bambi,0,祝祝祝 六一快乐嗷
1205,78360,843,,乘风2024官方微博,乘风2024,乘风2024姐姐帧好看 新鲜美照掉落 怎么组队都养眼！
13769,124380,63417,上海,张婧仪,不管几岁快乐万岁,不管几岁快乐万岁 永远过六一耶
71,1136,57,重庆,无心简影,加沙儿童六一得到的不是礼物而是轰炸,（加沙）发生的种族灭绝令人难以置信。 一个孩子的头都没了！ 以色列政府却说这是个错误。我希望内塔尼亚胡在地狱里被烧死，就像那些被烧死的孩子一样！ 爱尔兰众议员托马斯古尔德（Thomas Gould TD）在讨论爱尔兰承认巴勒斯坦国的问题时发表了以上讲话。 加沙儿童六一得到的不是礼物而是轰炸
3039,44191,15920,,奔跑吧,张真源地板飞人,张真源地板飞人 被张真源硬控31秒 前方爆笑！时代少年团张真源 要上场的时候，一旁的范丞丞Adam0616 直言：“要是没超过18秒的话，就去乌尔善导演的训练营！”笑cry真源下秒直接舞蹈功力爆发，化身地板飞人，最终拿到31秒50的炸裂成绩！奔跑吧
0,301,0,广东,实战张小姐,你对A股还抱有信心吗？,对A股充满信心！ 投资A股市场，就要相信国家，相信国运！所以，要坚决做多中国！不必看空中国，不必悲观！ 当然，我大A股票市场目前急需完善大股东减持和严苛的退市制度，净化资本市场环境，把股票市场从以融资功能为主转变成以投融资平衡的市场。 把保护投资者利益真正落到实处，而不是仅仅口头表态，
14992,103258,90929,泰国,PPKrit-林祎凯,Balenciaga,很高兴能够来到上海，感谢大家一直以来的关注与支持，这对我来说意义非凡！ BalenciagaBalenciagaxPPKritPPKritWalkingBalenciagaShowBalenciagaRunwayxPPKRITPPKrit林祎凯PPKritPPKritt
1611,11317,2563,河北,电影馆长,大鹏用AI给贾冰加戏,大鹏用AI给贾冰加戏一部好片，推荐！由大鹏董成鹏 导演贾冰先生 特别出演，“梗”是肯定稳了。贾侦探负责侦查一位老奶奶寻找儿子的案件，线索只有他是个说唱歌手，还有一张黑衣人的神秘照片，贾侦探用英特尔酷睿Ultra AI PC写词作曲，让助手成为备受欢迎的Rapper前往搜集线索，根据线索描述，生
16,1288,1,,中国新闻网,水果要便宜了,今年5月，受气温偏高影响，部分时令水果上市期提前，水果要便宜了。你最近买水果了吗？感觉价格下降了吗？
1010,594,14,,猫眼电影,胡歌谈出演走走停停的原因,胡歌谈出演走走停停的原因“将同一种角色过出不同的人生”太会说了抱一抱 胡歌 分享选择出演《走走停停》的原因，首先被故事的高级感吸引，喜欢电影中“悲”和“喜”的表达，也因为自己之前也出演过编剧，这次又能将同一种的角色演绎出不同很荣幸。电影走走停停首映礼
94,770,92,湖北,柳飘飘有点飘,杨超越墨雨云间下线镜头,姜梨真的太惨了苦涩苦涩一腔愤恨而终真的好虐啊苦涩苦涩 杨超越墨雨云间下线镜头
0,302,0,广东,龙虎榜赵老哥,0,下周参与方向，联系点赞关注收藏 一、今作及逻辑： 超捷股份SZ301005超捷股份低吸一笔，航天晨光SH600501航天晨光扫板一笔，天银机电SZ300342天银机电半路一笔。广西能源开盘出清，东方日升锁仓。 超捷股份是看商业航天分歧完以后低吸的低位20cm，不过可惜第一波拉升和天银机电一起没有
327,1666,266,,人民日报,恩施大山深处的童声合唱听感动了,【好听！恩施大山深处的童声合唱听感动了】六一儿童节之际，湖北恩施大山深处的童声合唱团，唱着走出大山的梦想，也唱着最真挚的情感：“无论走多远我都会回来，看看我的秋千，看看我的山寨，永远都是大山的小孩。”转发来自大山的歌声祝小朋友们儿童节快乐！文脉华章
20570,54424,21566,,侯明昊Neo,白马少年团团建局,白马少年团团建局 我百里东君前来赴约，今天不喝酒，一起聊聊天，快来听我来给你讲讲行走江湖的奇闻逸事！网剧少年白马醉春风 剧星驾到
